,tweet_id,text,task1,task2,ID
1936,1.1302195618470872e+18,Shame about the world ending init.,NOT,NONE,hasoc_2020_en_5304
1937,1.1300666752759277e+18,@podcastsjudge You're welcome 😁,NOT,NONE,hasoc_2020_en_3251
1939,1.12676882825438e+18,"RT @gukksbunny: we’re aware you’re strong jungkook, no need for this https://t.co/x2U46qkY1I",NOT,NONE,hasoc_2020_en_2845
1941,1.12353990620928e+18,"In a world full of lies my only truth is you, here's a letter from me to you. 🎶",NOT,NONE,hasoc_2020_en_3139
1942,1.1303092024995265e+18,@overhual @telelance i think you're on to something here,NOT,NONE,hasoc_2020_en_5411
1943,1.1267428696943411e+18,"RT @slurpee_crank: what i learn from everything is, the lesser you know about something, the better. you dont need to know, what people say…",NOT,NONE,hasoc_2020_en_802
1944,1.1270471790239949e+18,"RT @SVfuuu: People: *calling characters 170+ cm in height as short*

My 152cm gremlin ass: https://t.co/wKIm55oQRO",NOT,NONE,hasoc_2020_en_3549
1947,1.1301574861268417e+18,"@dcweatherman A'ight bruh,be downloading ina minute",NOT,NONE,hasoc_2020_en_2034
1950,1.1269022280804801e+18,"It's almost the weekend, plz show me the pets you get to spend it with 🙏🐕🐈🐇🐀🐍🐢🦎✨ Here's mine: https://t.co/QxIbuAdwvA",NOT,NONE,hasoc_2020_en_3501
1953,1.1237135336304558e+18,RT @miniwhiskk: you’re lying if you’re telling me you don’t know the vegas vlog word for word,NOT,NONE,hasoc_2020_en_4148
1961,1.1237466350901002e+18,@SonOfPink She couldn't help but giggled and playfully squirm in his grasp.,NOT,NONE,hasoc_2020_en_1008
1962,1.1268821415671683e+18,RT @ArronOrriss: And here is my little monster Chase. He's not into the bikes as much as Peyton but he is only 3 so not quite sure yet. But…,NOT,NONE,hasoc_2020_en_2116
1964,1.1236035715706592e+18,"RT @MILEZDAS: Cris : Look at me, I am really sick 🤒 

Dani: 

#SkamEspaña https://t.co/172M9tse1r",NOT,NONE,hasoc_2020_en_3418
1965,1.123680365053395e+18,RT @eTheHustla: The club owner is asking for community’s help to get the club where it needs to be so it can open again. Here’s the gofundm…,NOT,NONE,hasoc_2020_en_4838
1966,1.1237836582115656e+18,"RT @astroIogywhore: No one:

Deer:

        🌳 / 🚘 ||       \ 
            /         ||         \      ""I need to get 
    🌳 /           ||…",NOT,NONE,hasoc_2020_en_343
1968,1.1268421950198784e+18,"@chan9xi @XlNRAN Because it is an AU. By all means, the names can be changed",NOT,NONE,hasoc_2020_en_4824
1972,1.1235407115451679e+18,"RT @ally_lip_03: Happy birthday to our not-two-days-old-anymore goth boy V!!!!
Thank you for everything you've done, you can rest well now…",NOT,NONE,hasoc_2020_en_2064
1974,1.1302965860329554e+18,That’s why i saved my card info on my amazon prime so i dont go through that exactly.. but that might be even worse… https://t.co/JHctXgY5RY,NOT,NONE,hasoc_2020_en_2230
1975,1.1235885139899267e+18,RT @woolimusic: Dubstep lineups are getting so stacked where the headliner and the smaller names are just as good if not better. Dont be th…,NOT,NONE,hasoc_2020_en_5211
1982,1.1235999728622428e+18,@BrittKnowsBestt 3... I think. https://t.co/lWztUoMzdn,NOT,NONE,hasoc_2020_en_135
1983,1.1301816830792416e+18,RT @swimtosafety1st: So white people are scared of Muslims till it’s time to go Morocco or Turkey for holiday ?????,NOT,NONE,hasoc_2020_en_814
1984,1.123693849757483e+18,@ARKloster You’re only one person. Vote,NOT,NONE,hasoc_2020_en_633
1985,1.1269038512846684e+18,@ferretvillager That's so stupid,NOT,NONE,hasoc_2020_en_2665
1988,1.1302675656521032e+18,"Sorry Liberal ladies, we love our brash, masculine President!! You had your limp wristed, spineless guy for 8 years… https://t.co/QlwhFmDPK4",NOT,NONE,hasoc_2020_en_3259
1989,1.1269343858177352e+18,RT @acekatana: @Nicole_Cliffe My grandmother rather than saying “I’m full” would say “I’ve had an elegant sufficiency.” This became a famil…,NOT,NONE,hasoc_2020_en_3735
1991,1.1301133033452256e+18,@shalini_patel14 Fine &amp;u,NOT,NONE,hasoc_2020_en_542
1992,1.1237411195551744e+18,"I know I’ve used this GIF quite a bit over the years; it’s one of my favorites. 

Never has it been more applicable… https://t.co/9MxOhgZrmd",NOT,NONE,hasoc_2020_en_928
1994,1.126885480220332e+18,if he doesn’t get what he wants he’s not going to declare defeat and cancel the $120 billion of public debt owed hi… https://t.co/k3pMcK76TG,NOT,NONE,hasoc_2020_en_949
1995,1.1268681997006193e+18,@Bladeweiser Idk why she’s making it then,NOT,NONE,hasoc_2020_en_2368
1998,1.1237703958223135e+18,"RT @TWICE_Charts: Gaon Digital Chart — Weekly:

#102 Dance The Night Away - 6,162,699 (839,026,606 total) [-2]",NOT,NONE,hasoc_2020_en_3862
2000,1.1269247682869166e+18,"RT @amos_coates: Impeachment of @realDonaldTrump, Barr by @DNC and its spokesmen at @CNN, @MSNBC has never been about the conduct of the Pr…",NOT,NONE,hasoc_2020_en_1037
2011,1.1268859667682222e+18,"RT @airbagmoments: Trump is also s bit of a ""notorious flouter"" of Constitutional obligations, ethics rules and oaths of office. Oh well!…",NOT,NONE,hasoc_2020_en_730
2012,1.1235295505022034e+18,"🤩2019 DATES AND PRICES LISTED🤩
*GOLDEN GATES HOLIDAY CENTRE*
3 Bedrooms| 6 Berth| Golden Gate Holiday Centre| Towyn… https://t.co/z2VujCdZ4G",NOT,NONE,hasoc_2020_en_4713
2013,1.1269680325200527e+18,"""Suck it, X-Rider!"" #Goranger https://t.co/ng3azhpubI",NOT,NONE,hasoc_2020_en_1674
2014,1.1270030717273581e+18,"RT @PipCSmith: Here's an article I wrote for @GoodWeekendMag about friend and musician Dan Pash, and how he's still making music with less…",NOT,NONE,hasoc_2020_en_2607
2016,1.1302444801818419e+18,RT @MattWalshBlog: You can do all that and even write embarrassingly stupid tweets like this. Just don’t kill any humans and everything wil…,NOT,NONE,hasoc_2020_en_3244
2017,1.1269458865992868e+18,RT @realdenman: @BlueRobotDesign @realDonaldTrump Greatest president ever,NOT,NONE,hasoc_2020_en_4775
2022,1.1237189317122826e+18,"@firmeprincess I don’t think you should call yourself that, not even as a joke. Sorry, but you’re too good for that… https://t.co/Ed5h6MQqVL",NOT,NONE,hasoc_2020_en_1362
2023,1.1269840631334094e+18,"""Humility is a strange thing. The minute you think you have got it, you have lost it"". -Sir Edward Hulse… https://t.co/NaILoDGuCG",NOT,NONE,hasoc_2020_en_2098
2024,1.1269216057693059e+18,@baguette_chan You're such an amazing artist!,NOT,NONE,hasoc_2020_en_2707
2025,1.1235741694744412e+18,RT @licht_2084: Bet ko talaga si Dawn. She doesn't have any filter but she speaks facts. She's not bias and sees the situation in a rationa…,NOT,NONE,hasoc_2020_en_2494
2027,1.1269047824284915e+18,@finktristan @giannifarley @gatorgay7 Well the guy post a pic showing them off he’s asking to get  a comment like that,NOT,NONE,hasoc_2020_en_1323
2029,1.126856816330068e+18,90 people found shelter from the sun at #MultnomahCounty yesterday.,NOT,NONE,hasoc_2020_en_5047
2031,1.1303061322815816e+18,I just basically signed my life away with documents for this damn house that’s not even mine yet😅💁🏽‍♀️,NOT,NONE,hasoc_2020_en_4271
2033,1.1236121908571505e+18,"RT @atrupar: .@SenatorDurbin: ""I have been listening carefully to my Republican colleagues &amp; it seems they're going to coordinate a 'lock h…",NOT,NONE,hasoc_2020_en_788
2036,1.1235896926188787e+18,@pppapin @alexgarcia_wx Been getting showers and gusty winds off and on for the past few days...,NOT,NONE,hasoc_2020_en_1272
2037,1.126808992900993e+18,i think my earphones are alive. it tangled itself complicatedly in such tangle that's not even plausible unless with the use of two hands 👽,NOT,NONE,hasoc_2020_en_104
2038,1.1303279300837294e+18,"RT @precociousism: She's beauty,
She's grace,
She'll punch you in the face. 

─── ･ ｡ﾟ☆: *.☽ .* :☆ﾟ. ───

❖ Bnha OC.
❖ Detailed as you.
❖ D…",NOT,NONE,hasoc_2020_en_3027
2040,1.1302254967702692e+18,RT @realDonaldTrump: My Campaign for President was conclusively spied on. Nothing like this has ever happened in American Politics. A reall…,NOT,NONE,hasoc_2020_en_2401
2041,1.123628900981121e+18,"RT @neonflag: @cynetsystems You're a STAFFING firm? You put this ad up and you're a professional staffing consultancy?

So. Here's what hap…",NOT,NONE,hasoc_2020_en_2045
2044,1.130322318104752e+18,"RT rolandscahill: You think you guys are unsatisfied tonight after the Game of Thrones finale?

Now think how unsat… https://t.co/yTvA3bH6yT",NOT,NONE,hasoc_2020_en_4201
2047,1.1303058805938463e+18,@Geniusbastard I thought it was ok. Lot of wasted time at the end. We get it. Arya’s on the boat. Don’t need 4 shot… https://t.co/J6Ky2B1BgU,NOT,NONE,hasoc_2020_en_4351
2050,1.1235371715190825e+18,"RT @doughyums: this is so cute??? 1the9 fs-nims editing skills be like &gt;&gt;&gt;&gt;&gt;&gt;&gt;
 https://t.co/8GDvP7B05z",NOT,NONE,hasoc_2020_en_4082
2051,1.1237731179298734e+18,"When you invite Jesus into your life, he provides exactly WHAT you need and WHO you need to walk it out. #trusttheprocess",NOT,NONE,hasoc_2020_en_3688
2054,1.1236962572755187e+18,RT @hannahh_mx: @VibeTickets how many retweets do i need to get for u to get me this hoodie? :) https://t.co/h0pKRnAbmW,NOT,NONE,hasoc_2020_en_4950
2055,1.123687033996759e+18,"RT @thehill: Rep. Jerry Nadler: ""I think there are great difficulties for the attorney general at this point. Besides the fact that he clea…",NOT,NONE,hasoc_2020_en_4884
2056,1.1268096094385027e+18,GO USTe!!! 💛👆🐯,NOT,NONE,hasoc_2020_en_4728
2059,1.123710660519637e+18,Are you a parent/carer of the school who works in joinery and can spare a little time to help us improve our outdoo… https://t.co/sfPM7oI7lO,NOT,NONE,hasoc_2020_en_3577
2062,1.1302243391425454e+18,But Then I Am Christian So You Thought Oh She's just a Christmas https://t.co/rTPuKlloqo,NOT,NONE,hasoc_2020_en_2742
2063,1.1268124112463379e+18,@ItsGav86 But you’d miss out on the late night  entertainment 😜. I’ve booked some tickets already but will no doubt spend a fortune on more.,NOT,NONE,hasoc_2020_en_3848
2065,1.127079475152212e+18,"@canucksplace @BimJenning69 Damn right, I just want Petey to come in with a Flow so they can be the Flow Bros",NOT,NONE,hasoc_2020_en_431
2066,1.1238175901141441e+18,"RT @silenced_love: Get to know them as a person before you shoot your shot. Go talk over lunch or something, go out to the park, make dinne…",NOT,NONE,hasoc_2020_en_4223
2067,1.1235060959374744e+18,Staying away from toxic people who only want to use me when they are in need.,NOT,NONE,hasoc_2020_en_1229
2068,1.1268600585523528e+18,RT @dimplesjoons: jk when i tell him he’s not allowed a 6th banana milk  https://t.co/fc2vn0BolV,NOT,NONE,hasoc_2020_en_3612
2070,1.1301605941019073e+18,RT @coochielomein: saw this in a bathroom stall at a concert i went to tonight and its all i can think about https://t.co/nDY8qpJQ22,NOT,NONE,hasoc_2020_en_4376
2071,1.1235877254903644e+18,RT @Alyssa_Milano: Here’s what I don’t understand: WHY ARE PEOPLE JUST OK WITH LYING UNDER OATH?!  https://t.co/fvpZedTUyj,NOT,NONE,hasoc_2020_en_5128
2072,1.1235512769676288e+18,"RT @PherroSb: I remember when Trump took over America and people were wildin` out like..

~ ""OMG!! WE'RE DOOOOMED"" 🙆

All i kept saying was…",NOT,NONE,hasoc_2020_en_4037
2079,1.1235012682893805e+18,RT @oti_pr: A psychological study found that people who are generally 'too nice' are also the ones to get hurt the most.,NOT,NONE,hasoc_2020_en_4958
2081,1.1270877924695982e+18,"@GoodShepherd316 Jesus did not scare the children He invited them ,* Suffer the little children to come unto Me *
R… https://t.co/rUatCkd0Fs",NOT,NONE,hasoc_2020_en_516
2082,1.126995731699597e+18,RT @parentscigang: “I’ve been a health visitor for 23 years and I think Video Interactive Guidance is an absolutely fantastic tool. These p…,NOT,NONE,hasoc_2020_en_1126
2083,1.1303488596311859e+18,RT @SkyGio_alt: i don't need k-12 i need 12k,NOT,NONE,hasoc_2020_en_794
2085,1.1235436055772242e+18,"RT @NkirukaNistoran: Two oil majors company Shell and Total declare force majeure on Bonny Light 

Reuters said Bonny Light exports had bee…",NOT,NONE,hasoc_2020_en_1852
2086,1.1270153232852417e+18,"RT @ECHOtheCALL: .@VP  calls on House Leadership to REMOVE Ilhan Omar from the House Foreign Affairs Committee

I agree Out of the abundanc…",NOT,NONE,hasoc_2020_en_2675
2087,1.1235705497861407e+18,"RT @Imamofpeace: If President Trump designates the Muslim Brotherhood as a terrorist org, it will be the biggest hit to the global Islamist…",NOT,NONE,hasoc_2020_en_2509
2089,1.1303522109051864e+18,RT @barf_captain: Thanksgiving: when the people who want to force their ideas of progress and government on the inhabitants of the Great Pl…,NOT,NONE,hasoc_2020_en_111
2091,1.1235665065062769e+18,@mdlrlrnz Hehehe you're welcome. ❤,NOT,NONE,hasoc_2020_en_1275
2094,1.1238093399266179e+18,RT @RealMattCouch: Raise your hand if you think President Trump nominating William Barr for Attorney General is now one of the best decisio…,NOT,NONE,hasoc_2020_en_5040
2095,1.1270905691241184e+18,"Cause you're my fella, my guy. Hand me your stella and fly.",NOT,NONE,hasoc_2020_en_4394
2096,1.123580729366012e+18,RT @ohteenquotes: Everything you’re going through right now is temporary. Hang in there! Things will get better.,NOT,NONE,hasoc_2020_en_3552
2098,1.1268251786949919e+18,"don't get me wrong I understand there's on and off persona, but I think those days should be gone instead you shoul… https://t.co/XIX4yM9eTF",NOT,NONE,hasoc_2020_en_3590
2100,1.1302456168592712e+18,RT @imsadloI: worst part about online shopping is getting up to get my card :/,NOT,NONE,hasoc_2020_en_203
2101,1.1268872837880586e+18,"RT @mgrant76308: ***BREAKING***

Vice President of the United States of America Mike Pence calls on Democrats to remove embattled Rep. Ilha…",NOT,NONE,hasoc_2020_en_2002
2102,1.1267827365455872e+18,"RT @CA_TWaD: If you're on a low income, you might be able to get some help with paying your council tax. Find out if you can apply for Coun…",NOT,NONE,hasoc_2020_en_3308
2103,1.1236197154552914e+18,RT @__ShaniyaaRoxy: I’m in my “you gotta prove everything you say to me“ phase of my life 💯,NOT,NONE,hasoc_2020_en_15
2105,1.130009817290928e+18,"RT @yourtrace__: TY: Give me, give me, hand it to me!
DY: i WILL hold it 
TY: Just hand it over! We're not going to places i want!
DY: I'm…",NOT,NONE,hasoc_2020_en_3289
2106,1.1235052822299073e+18,@TheLaurenChen @lordcaccioepepe Why is this that the case? Why is America defending Jewish racial supremacist colon… https://t.co/RNcxNJBd62,NOT,NONE,hasoc_2020_en_1083
2108,1.1269630622490173e+18,@BleacherNation you're adorable :),NOT,NONE,hasoc_2020_en_406
2113,1.1302394805881938e+18,The Montlake Bridge has reopened to traffic at 3:31:01 PM,NOT,NONE,hasoc_2020_en_1493
2115,1.1236567049969418e+18,"RT @Doonaught: Ultramom,
because i am sick and tired of no thicc ultra whamen!! https://t.co/pgvr0uJsyZ",NOT,NONE,hasoc_2020_en_2951
2117,1.1303069920971736e+18,"@jasmiths_ Don’t, cus then you’re gonna make me cry in the club :/",NOT,NONE,hasoc_2020_en_2586
2122,1.1268928202397656e+18,RT @fxckhairin: need a full day rest 😌,NOT,NONE,hasoc_2020_en_4719
2127,1.123683284288979e+18,@evesluisa @howaboutno424 @PapaDioum “ I’m going to go now “ 😂😂😂😂😂😂,NOT,NONE,hasoc_2020_en_1029
2128,1.1238288644200735e+18,"RT @PeachSaliva: With all the kindness I can muster, I hope these two take this as an opportunity to confront what is clearly insecurity an…",NOT,NONE,hasoc_2020_en_1558
2129,1.123708324309078e+18,Today i found out Trump retweeted a person with a sayori avi,NOT,NONE,hasoc_2020_en_1413
2131,1.1238150189974568e+18,RT @hwolfauthor: Sir Nicholas Winton saved 669 mostly Jewish children from Nazi occupied Czechoslovakia on the eve of WWII through operatio…,NOT,NONE,hasoc_2020_en_634
2133,1.1269054744591278e+18,"@wyominghippie1 Of course it's hard, you're doing it all.
You need to get her full help.
I know it's terrifying on… https://t.co/gTNXsEqKTI",NOT,NONE,hasoc_2020_en_3979
2135,1.130180550629761e+18,2 people followed me // automatically checked by https://t.co/JwqKLwf0Q6,NOT,NONE,hasoc_2020_en_1256
2138,1.1236187675384627e+18,"Don't miss out on attending Destination BootCamp®! This 2.5 day workshop can help you learn how to work ""on"" your b… https://t.co/1guKGqVkDR",NOT,NONE,hasoc_2020_en_1310
2139,1.1237207142788424e+18,I NEED A LIVEATREAM,NOT,NONE,hasoc_2020_en_2706
2140,1.1268752670859018e+18,@honzogonzo @chrisceg @theGunrun If you fed orange chicken to a real panda it would probably die.,NOT,NONE,hasoc_2020_en_4116
2142,1.1302325641600408e+18,RT @DerronEShort: Have you ever been through something you thought you'd never make it through yet you lived to tell the story?,NOT,NONE,hasoc_2020_en_2813
2143,1.1268619334146171e+18,RT @soyeonschild: soyeon didn’t think she was good at dissing ppl but even tho that was a weak spot for her she wrote her disses in such a…,NOT,NONE,hasoc_2020_en_190
2148,1.1237621414362317e+18,RT @BobRae48: More people will die.  It’s that simple. Harris tried to do this and was stopped.  @aprae wrote a letter about road safety an…,NOT,NONE,hasoc_2020_en_1379
2151,1.1267958060052398e+18,Get more info about landlordsgas https://t.co/8UKYY1kPMZ,NOT,NONE,hasoc_2020_en_1268
2153,1.1301564962668913e+18,"RT @englandcricket: Stop what you’re doing and watch this piece of skill!

Live clips:
https://t.co/0VhYlHMdZw

#EngvPak https://t.co/KMmhe…",NOT,NONE,hasoc_2020_en_4808
2155,1.1236529888521544e+18,RT @lrozen: Barr does not answer Hirono question does he think it is ok for the president to tell his WH counsel to lie. says not criminal,NOT,NONE,hasoc_2020_en_917
2156,1.1237658743626056e+18,@kyle__ss Meen know what you want me tell you inno,NOT,NONE,hasoc_2020_en_4576
2157,1.1235845503852256e+18,"RT @TWZ_BOGUMMY: Excuse me, is this what you're calling ugly? https://t.co/35SOCRkIa8",NOT,NONE,hasoc_2020_en_53
2161,1.1301911957649283e+18,RT @KayaJones: Want to know why people like me? Because I’m open to where I’ve been and I speak the truth. Want to know why people hate me?…,NOT,NONE,hasoc_2020_en_378
2164,1.1269952157961338e+18,@Celesia6 😂😂 I sholl was finna ssy damn Sis 😂😂😂 big ole freak,NOT,NONE,hasoc_2020_en_4721
2166,1.1302235170757427e+18,"Basic mathematics, if you do the work and do it well, people will want to work with you. So it’s a bit awkward when… https://t.co/tDJdiXnzaK",NOT,NONE,hasoc_2020_en_4725
2168,1.1269771383542168e+18,"RT @FactsVixx: Since Hakyeon left, nobody has been supervising taekwoon’s snack purchases. He’s locked himself in his room with soda and sn…",NOT,NONE,hasoc_2020_en_344
2169,1.1235265138052056e+18,@AlbertoBagnai Fine?,NOT,NONE,hasoc_2020_en_445
2170,1.1301111600348979e+18,"You’re a good good Father, it’s who You are. 💛",NOT,NONE,hasoc_2020_en_1906
2171,1.1301670742972785e+18,RT @ironwidovv: nat would’ve checked up on tony. there’s no way she’d have forgotten him. but the russos don’t know the characters they’re…,NOT,NONE,hasoc_2020_en_4143
2172,1.1268013634706392e+18,"RT @Janine_S_Rich_: If you’re in a bad spot mentally, I hope you feel better soon. #MentalHealthAwareness",NOT,NONE,hasoc_2020_en_5090
2175,1.130328244648108e+18,"RT @officialmckell: Morning wood requires a morning but don’t you think 😌 

https://t.co/7i4Hdkicoa https://t.co/Q4LhcPkcbt",NOT,NONE,hasoc_2020_en_4668
2178,1.1236372350463425e+18,"RT @taexiss: Scroll down
⠀

⠀⠀

⠀

⠀

⠀

⠀
⠀

⠀
⠀

⠀
⠀

⠀
Keep scrolling

⠀

⠀
⠀

⠀
⠀

⠀
⠀

⠀

⠀

⠀

⠀

⠀

now you’re obligated to reply wi…",NOT,NONE,hasoc_2020_en_1757
2179,1.126841549080412e+18,RT @Wambulogy: To people using the drama with Jared as an opportunity to try and hit on Heidi.. EW! FUCKING STOP. THAT'S SUPER GRODY! WHAT…,NOT,NONE,hasoc_2020_en_2369
2180,1.1268583514580499e+18,RT @TanyaCompas: I’ve got 5 FULL prom outfits to give away to LGBTQ+ Black/POC young people courtesy of @ASOS from their ASOS design collec…,NOT,NONE,hasoc_2020_en_5280
2182,1.1269293694175519e+18,@kymcgs @kneezurr @briphwilson @ChrissyNantz Lol see....I need to know ppl going to rouse myself,NOT,NONE,hasoc_2020_en_1028
2183,1.1267510821373171e+18,"RT @TheOtherMandela: A kid got killed at school yesterday, but abortion is what people want to ban??? That is sick! 

Kendrick Castillo die…",NOT,NONE,hasoc_2020_en_4018
2184,1.1301255926266305e+18,@OnepegMG It probably will. Shame that such a great show was “dethroned” right at the end.,NOT,NONE,hasoc_2020_en_4905
2186,1.1268257994773379e+18,RT @deej6x: Iont miss nobody from my past. Fuck u😙,NOT,NONE,hasoc_2020_en_2542
2188,1.1237673046203146e+18,"RT @amandaasette: If this isn’t in my future I don’t want it

 https://t.co/4vdMn6EJd5",NOT,NONE,hasoc_2020_en_2529
2190,1.1301822786578432e+18,"RT @AFragmento: 🖤✨🦇✨🖤
I want you to kiss me with a ticket to another world inside your mouth.

See more of me:
https://t.co/vkZp4oT1ec

htt…",NOT,NONE,hasoc_2020_en_3264
2192,1.127036093474517e+18,RT @PowersCoach: Bailey Goggans girls 800m state champ along with a state 5A record of 2:07.39.  Awesome job Bailey!!!! https://t.co/313Gfj…,NOT,NONE,hasoc_2020_en_1077
2193,1.1236515418172865e+18,"RT @MisterRudeman: Nobody:

Literally nobody:

One of the 7 billion people who have never seen Game of Thrones: Am i the only one who’s nev…",NOT,NONE,hasoc_2020_en_984
2196,1.1268436000908737e+18,"RT @johnpavlovitz: ""The only reason left to support this President is that he reflects your hateful heart, shares your contempt of people o…",NOT,NONE,hasoc_2020_en_1260
2199,1.1269669629684531e+18,"RT @StaerryNight23: Hi Armys,

This is for people who have asthma and need their inhalator at the concert. I asked Stade de France if we ar…",NOT,NONE,hasoc_2020_en_2750
2200,1.130048375494103e+18,Just the one unfollower today found tracked by https://t.co/TnSJBby0m5,NOT,NONE,hasoc_2020_en_3598
2201,1.1270225794226419e+18,"RT @LiveNationKpop: ❣️ “OOH-AHH” Tickets to @JYPETWICE WORLD TOUR 2019 ’TWICELIGHTS’ in NEWARK, NJ are on sale NOW❣️⁣⁣⁣⁣⁣
⁣⁣⁣⁣⁣
Did you gra…",NOT,NONE,hasoc_2020_en_2654
2202,1.1268789539002696e+18,@laurynsmith66 Like lauryn I think we’re just too nice for our own good like I’d genuinely go out of my way to help… https://t.co/2YYcuOlrTT,NOT,NONE,hasoc_2020_en_1979
2206,1.1235573377326653e+18,"RT @BabbelUSA: If you saw our ad on Tucker Carlson’s show, you’re right to be upset. We are too. While we did place our ad with Fox, we did…",NOT,NONE,hasoc_2020_en_2764
2207,1.1235823483630592e+18,"RT @bugiinillusion: NU'EST - HAPPILY EVER AFTER
190501 22:20
5,067 copies (72,365 copies total)",NOT,NONE,hasoc_2020_en_1032
2208,1.1269646770853192e+18,"Everyone who close to you and I'm also close to them, you'll start your suspicious towards them. Just because I clo… https://t.co/wSOeRoZquf",NOT,NONE,hasoc_2020_en_1950
2209,1.1301578929618207e+18,@LegoHaechan @BabyJunseoo @ParkJunhee___ @taeminfvx You two stop lying,NOT,NONE,hasoc_2020_en_3723
2210,1.1236388247001948e+18,"My mother thinks I’m joking when I said I don’t have boyfriend, she thinks I don’t want to tell her, looolsss e go shock this woman",NOT,NONE,hasoc_2020_en_3229
2212,1.1236355111747953e+18,@GreggsOfficial is it not time to introduce hot cabinets in your stores? Sick of getting cold pasties and hearing “… https://t.co/UwF8wDorlR,NOT,NONE,hasoc_2020_en_1113
2216,1.1236635752838513e+18,"RT @dawnf1re: Damn, getting awfully close to 5k 👀 ok, so if I had an art giveaway for the follower milestone would you prefer to see a raff…",NOT,NONE,hasoc_2020_en_938
2217,1.1236619856216513e+18,RT @euphoriagnes: probably watched this video more than i should have but i just can’t get enough of jimin laughing and looking like a full…,NOT,NONE,hasoc_2020_en_5138
2218,1.1268433945572352e+18,i made the mistake of googling episiotomy and forceps delivery for physiology class and now i feel a little sick,NOT,NONE,hasoc_2020_en_2954
2220,1.1237822153542779e+18,"RT @conservativma: Please sir, @realDonaldTrump, if Congress doesn’t act, and it doesn’t look like they will, the situation is going to get…",NOT,NONE,hasoc_2020_en_180
2222,1.1236217077203313e+18,@shamrockbibby emma shut up you’re coming,NOT,NONE,hasoc_2020_en_247
2225,1.1236394538415473e+18,"RT @rippedguys: Damn @PSVXXX 

See full video and other hot videos only on https://t.co/ZNRhxpeCVb and https://t.co/3Jg3pKDl8E @rippedmen h…",NOT,NONE,hasoc_2020_en_2
2231,1.1235531015066499e+18,RT @MinaANDMaya: UPDATE: 6 newborn puppies survive after thrown in the trash at #Coachella - as officials prepare to put 38 dogs found in a…,NOT,NONE,hasoc_2020_en_2068
2233,1.1302352107911004e+18,"I found this video again I'm dying. If you ever hear me say this, this is where I get it from",NOT,NONE,hasoc_2020_en_4514
2234,1.126960533104554e+18,RT @itatiVCS: getting super frustrated with how many scientists I still see clinging to the ‘science is apolitical’ bit like the planet is…,NOT,NONE,hasoc_2020_en_166
2236,1.1267958353443922e+18,RT @KatiePavlich: Amazing! His machine magically works after I tell him that’s the only way he’s getting paid. https://t.co/JdVnOh1CRQ,NOT,NONE,hasoc_2020_en_3907
2240,1.1235838667389215e+18,"RT @RockinTrump: 🇺🇸”America's greatest FIRST daughter ever!"" 

She is beautiful and smart. Her wardrobe and how she carries her self, puts…",NOT,NONE,hasoc_2020_en_5298
2241,1.1234909670619218e+18,@thegreatkhalid Oh and to add to that he’s only 21 🤯,NOT,NONE,hasoc_2020_en_3017
2242,1.1268561998010696e+18,"@ndvrob @Lindz46 @zatzi @Nigel_Farage What utter drivel, where did you get these lies from?",NOT,NONE,hasoc_2020_en_4563
2244,1.1238101284515922e+18,"RT @OneSeoulPH: You want this BAEby look at you? Then go to @TicketNetPH and buy your tickets now!!! 

For updates @OneSeoulPH

#BaeJinYoun…",NOT,NONE,hasoc_2020_en_3218
2245,1.1237088485844499e+18,I need to go cook..,NOT,NONE,hasoc_2020_en_3465
2246,1.1236945711734744e+18,"RT @kateoneil75: fun fact:
I keep a small bottle of Tapatío in my room (just in case) cause you never know when you’re gonna need the sauce…",NOT,NONE,hasoc_2020_en_1343
2247,1.1301246111846154e+18,RT @defbabybird: We thought we would be getting actual proper spoilers but all we got were strange noises and random hype movements 😂 never…,NOT,NONE,hasoc_2020_en_1782
2248,1.1270732759708672e+18,GRAVITY (2019) https://t.co/2De0WU6tcK,NOT,NONE,hasoc_2020_en_715
2250,1.1236864594064671e+18,Holy mother of glob..... 😳 https://t.co/Gsqi0dciPI,NOT,NONE,hasoc_2020_en_4274
2252,1.1237023935758254e+18,@realDonaldTrump @LouDobbs It's your turn at bat Mr. President! #WWG1WGA,NOT,NONE,hasoc_2020_en_3695
2254,1.126855960729985e+18,"RT @Fixerguy2: @KyleKulinski @crazycdn123 What they also don't tell you is that you ""need"" 2 or 3 jobs to just survive so their $13.2M CEO…",NOT,NONE,hasoc_2020_en_4138
2255,1.1268534567220511e+18,@JeffreyGuterman @realDonaldTrump Do you really think Democratic candidate Sniffy Joe running on Obama’s economic r… https://t.co/OBoEcEg45n,NOT,NONE,hasoc_2020_en_3863
2258,1.1302468541705994e+18,"It's May 19, 2019 at 06:00PM #chicago",NOT,NONE,hasoc_2020_en_3711
2259,1.1303320740308417e+18,@GarbHum I agree that this isn't exactly a parallel as such but would it be okay for you if a pair of actors who're… https://t.co/tF0zrkBRMC,NOT,NONE,hasoc_2020_en_5251
2262,1.1267903198344028e+18,@Solenepersona im glad you're back!! you really need to do that and tell me who you got to manage hdksjsjs,NOT,NONE,hasoc_2020_en_2172
2263,1.1238242003498148e+18,"RT @doyou_bangtan: JH: Yo~ j-hope right here~ 
JM: He's the coolest these days, the coolest!

RM, JM, and SG then quote his line in Cypher…",NOT,NONE,hasoc_2020_en_2779
