,tweet,class
13809,"Perhaps Ezra Miller is the first crack toward changing that, regardless of whether he identifies as queer over gay.",2
13810,"Perhaps I'm not a ""diehard"" Yankee fan, but there's no more point in watching this debacle #Yankees #Tigers #MLB So what else is on? LOL",2
13811,Permanent slit in my eyebrow from when I tumbled down the bleachers when I was little.... I stayed in the ER,2
13816,Phil Hughes looking like the Phil Hughes of old. 2010. #Yankees #MLB,2
13820,Photo check for background spooks. http://t.co/Hx1wghJAzy,2
13822,Photo: Giving you that trailer park trash. #transformthursday #ladykimora #vegasqueens #vegasshowgirls http://t.co/LjejFufULK,2
13833,"Photo: Rest in peace to these bad boys , some bad advise made me let some old asian dude re glue the sole... http://t.co/uPRjY6n48K",2
13835,Photo: anarcho-queer: &#8220;Anarchism stands for a social order based on the free grouping of individuals for... http://t.co/Iy6Gro4t8Z,2
13839,"Pic circulating on Jihadi feeds claiming an ""ISIS flag"" on top of Mount Arafa in the holiest day of pilgrimage http://t.co/46YfuflyZV",2
13845,Pierce would've easily drained all these shots with us. He's so trash now smh,2
13859,"Playing a show in Lutsen, MN at 9:00 PM today at Papa Charlies http://artistdata.com/a/2oy4",2
13867,"Please stop scoring, otherwise you won't have any runs for tomorrow against Romero #Yankees #BlueJays #MLB",2
13871,"Pm is u use any of the words I use (ex. Sweg,pm,yid,nid) we're dating",2
13873,"Polite, yet militant. #birds #notfeeding #stencil #army #typeface #font #ATeam http://t.co/gHnEnLmlJE",2
13877,"Poor Henry, he's supporting the right 2/3 of you guys all on his gut! Don't hurt it, Charlie... (@lizziecuevas)http://yfrog.com/h300cwrj",2
13882,Popcorn and candy for dinner. I always knew Charlie Brown was my spirit animal.,2
13886,Pops interviews remain warm and fuzzy.,2
13892,"Posted a new song: """"guala"""" http://t.co/TbpOuto6zR http://t.co/y1RpItkIAf",2
13893,"Posted a new song: """"guala"""" http://t.co/jq3RB6gyQh #music",2
13896,"Practically got arrested tonight, not allowed on UTampa grounds for a year now... fml im retarded",2
13897,Praise thy lord for this season of beanies that is upon us,2
13900,Prejudice. A preconceived awareness based on a majority of interactions. The negative slant comes from libs. Self preservation is the basis.,2
13910,"Pretty over this whole Yankees thing, id rather lose in the ALCS every year then live in Detroit.. I miss the real Steinbrenner #glorydays",2
13922,Proud to be a redneck patriot :) @Docs357 @Cats_lmbo @KoichicCheryl @bja_tw @yrwol7 @DavesGrill,2
13952,Put the redskins in your starting lineup instead of the Dolphins...it'll be fun they said.,2
13967,R&amp;B is so trash now compared to early 2000's.,2
13968,R-Surge For Charlie Baker-R of 9 points in Demo-State Mass against Coakley-D! DoG http://t.co/UOVtVG5nnM via @BostonGlobe,2
13970,REPUBLICANS TAKE MASSACHUSETTS GOVERNORSHIP: Coakley Conceds Gov. Race To Charlie Baker&#8230;. http://t.co/unfdQCQHyK,2
13977,"RT ""@HuffingtonPost: Jane Seymour rocks a bikini at 62 http://t.co/1pUccv8t97"" Crazy Aunt Jane is at it again @TheFaithAnne",2
13988,"RT @10thAmendment: Jihadi Killed #BrendanTevlin In N.J. W/ At Least 2 Others,Part Of Terrorist Ring 10 Yrs Ago http://t.co/qZtXJv9x8J http&#8230;",2
13990,RT @120Sports: Twitter tipped its cap to say #FarewellCaptain to Jeter in his Yankee Stadium finale. VIDEO: http://t.co/QdldmWBwXJ http://t&#8230;,2
14000,"RT @1TRIKOfficial: @ItsNotAdam No prob! Def a good early set energy tool! If you want to tune in, http://t.co/hxfJWy3Jab in less than an ho&#8230;",2
14004,"RT @1goodlookingman: Bees won, Mets won, and the Yankees lost. It's a good day in baseball.",2
14012,RT @23Vnds: Check out the homie @renz360 for that sole sauce! That stuff does miracles!!! @renz360 @renz360&#8230; http://t.co/EecEzJRx6C,2
14015,RT @2AFight: Muslim Jihadi? Keep Calm and.... http://t.co/iW6HT090s8 #PJNET #tcot #tgdn #ccot #RedNationRising #teaparty #2A #NRA http://t.&#8230;,2
14033,RT @490xl: why get attached to people when you can jump in a trash can and feel the same way,2
14037,"RT @49ers: Oregon State WR @brandincooks is a popular #49ers pick in recent mock drafts. 

DRAFT TRACKER: http://t.co/AEueKmhkQX http://t.c&#8230;",2
14039,RT @516Jake: Hungover and feeling yyyyyeelllloooowwwwww @outlawdipper @mudjug1 #dbh #yellow http://t.co/hJe7v4aWdw,2
14041,RT @5SOS: It's the best thing ever driving past crowds of people at shows and seeing bandannas coloured hair 5sos shirts that you've made o&#8230;,2
14050,RT @77StephanieG77: A portable septic tank. For allllll those pesky feelings.,2
14057,RT @ABCbirds1: #Colorado lawmakers consider nation&#8217;s 1st #wind energy legislation to protect #birds &amp; #bats. http://t.co/shwQYb76pw http://&#8230;,2
14058,RT @ABCbirds1: #Neonics are deadly to #birds like the American Kestrel and #bees. Ask @Lowes to take it off their shelves. #EcoWed http://t&#8230;,2
14060,RT @AC_Hussle: Bron pregame speeches be so trash though lmao,2
14064,"RT @AChosenWord: Of rain showers
&amp; weepy fog
of soft light
&amp; cool touch
of wild wind
that carry music of birds
who cease to soar;
this feel&#8230;",2
14066,RT @AG2Pearl: Black Americans Are Worse Off Under BHO http://t.co/k4IwEugNyx Well researched article...bound to elicit cries of Uncle Tom &#8230;,2
14069,"RT @AIIAmericanGirI: &#127482;&#127480;
FEC May Yank 1st Amendment Guards for Drudge, Rest of Internet https://t.co/pVe5nNAOkV #wiunion",2
14070,"RT @AIanHangover: ""Bae"" means ""Before Anyone Else,"" I've been here thinking it's a ghetto word for babe/baby.",2
14083,RT @AP: Lifelong Yankee fan puts aside rooting interest and returns lost Red Sox World Series ring to rightful owner: http://t.co/GDLcpWDNoo,2
14085,RT @AP_Noticias: #&#218;LTIMAHORA El republicano Charlie Baker elegido gobernador de Massachusetts. #Election2014 #APracecall http://t.co/qkbWQ&#8230;,2
14101,RT @A_single_bear: How would I look if I had feathers instead of fur? Would I be able to eat from a bird feeder without getting judging gla&#8230;,2
14102,RT @A_single_bear: I accidentally ate a few fireflies last night while chewing some leaves I found. The shameful yellow glow of my mouth wa&#8230;,2
14105,RT @AbortionFunds: Grateful for the profound hospitality of volunteers who open their homes to patients traveling long distances for abo ...,2
14106,RT @ActuallyAmDolan: wen u look liek trash n sum1 complimentz u http://t.co/5AgYHBTFXh,2
14108,"RT @AdamSank: Why does Julia Roberts seem completely shocked that she's been nominated? Hey, Julia -- you're in a gown. The jig is up. #Emm&#8230;",2
14109,RT @AdamSchein: Great job by the Yankees giving Brian Cashman a new contract. The haters are just wrong. CC: @ChrisCarlinSNY,2
14110,RT @AdamSchein: I think it is flat out wrong to blame Brian Cashman for the 2014 Yankees. @SNYtv,2
14111,"RT @AdamWeinstein: Working theory: This ""selective race"" abortion ban passed in Florida today was just an excuse for redneck reps to say ...",2
14121,"RT @AdviceToWriters: A bird doesn't sing because it has an answer, it sings because it has a song.
MAYA ANGELOU

#poetry #writing",2
14124,RT @AidanGee1: How I feel playing flappy bird http://t.co/w3PrpiAhZQ,2
14129,"RT @AishaMoodMills: Fox News mocks victim of Ray Rice elevator assault: &#8216;I think the message is, take the stairs&#8217; http://t.co/6TKLgUP2Wh ht&#8230;",2
14135,RT @AlexPappas: Rick Scott Refuses To Appear On Debate Stage Because Charlie Crist Has An Illegal Electronic Fan http://t.co/qTPeHb2seX via&#8230;,2
14142,RT @AliAbunimah: The people of the ghetto are rising up and fighting back. Whose side are you on? #Gaza,2
14145,"RT @AliyahKorea: #Whiteculture thinking weave is ""ratchet"" and ""ghetto"" while ""extensions"" are perfectly fine.",2
14151,"RT @Allan_Son: I got gatorades, Twinkies, rice puddings, Pringles, and cookies &#128525;&#128555;",2
14152,RT @Alleycelestine: &#8220;@ViriDoesItt: Kissin small lips is trash lol..&#8221;!!! Yessssss,2
14161,RT @AlxJames10: I mean sometimes eating a carton of Double Stuf Oreos is your only option.,2
14163,RT @AmEditing: You're responsible for the story inside you. Don't let self-doubt cripple your #creativity. #AmEditing #AmWriting #WriteTip,2
14164,RT @AmPowerBlog: @velvethammer Parent in Phoenix Says Administrators Made Her Son Wear Pink Fairy Wings on First Day of High School http://&#8230;,2
14165,"RT @AmandaMarcotte: &#8220;Not all men interrupt women to quibble over irrelevant issues for the sole purpose of derailing a conversation,&#8221; he sa&#8230;",2
14167,RT @AmazingTiming: Bad monkey! #AmazingTiming http://t.co/UD5XkiaNVt,2
14174,RT @Amoreshonta: &#8220;@WestDontCare: Big bird has spoken &#128514; http://t.co/TxCcy3XIEc&#8221;&#128514;&#128514;&#128514;&#128514;&#128553; I was weak then I &#128128;!,2
14176,RT @AmyRoseKathryn: Justice for British seagull spray-painted red by thugs! The bird won&#8217;t be able to fly anymore! http://t.co/8PyhwE4L8S h&#8230;,2
14180,RT @Anastacia_Cole: I like being Asian and all but it's a struggle having squinty eyes in every picture,2
14183,RT @AndrewLuck23: Charlie Crist says OCare has been great? #ccot #tcot #teaparty #PJNET #Independents @jjauthor @BettinaVLA @FLGovScott htt&#8230;,2
14197,RT @AnnTelnaes: Halloween candy corn bird http://t.co/kTNbyuTYKw,2
14207,"RT @AntiJokeJamal: If you honk your horn .4 seconds after the light turns green, I will shut off my car, lay on the hood, and feed birds fo&#8230;",2
14211,"RT @AprilStearns: RT @GN192 Far right hero and all-around RWNJ D'Souza took to twitter on Thanksgiving to mock Trayvon Martin, a murdered k&#8230;",2
14213,"RT @ArcticFox2016: 150 Christians MASSACRED By Jihadi Muslims While They Slept! Including Pastor, His Wife &amp; Kids http://t.co/VnR60MjFo6",2
14214,"RT @ArianaGrande: Oh Torrence, I can't stand your cheer leading squad but I love your pom poms... I'll feed you bon bons all night.",2
14237,"RT @AtlasSmugged: women only play casual game like Kim K game &amp; anger bird. They don't play real games, like Male Power Fantasy 2 or Jingoi&#8230;",2
14239,RT @AugustAlsina: &#8220;@SharaPlus2: #AskAugust How Tall are you? I keep getting different answers from different people &#127806;&#128064;&#127806; @AugustAlsina&#8221;&lt; abo&#8230;,2
14240,RT @AustinToEllen: Praying today's m&amp;g pictures don't come out yellow &#128591;,2
14242,RT @AvengerStratus: There's nothing hotter than a pale albino chick who can play guitar.,2
14244,"RT @Avery_Ave23: &#8220;@iKeepItTooReal: When the trash bag is so full , you can barely tie it....&#128548;&#128548; http://t.co/OtzfiqMWI0&#8221;OMG!! STTOOOPP!!&#128563;&#128514;&#128514;&#128557;&#128557;",2
14245,RT @AwwAdorable: I want a pet monkey &#128553;&#128525; http://t.co/8wy8gDJIEJ,2
14249,RT @AyMrCarter: Apologies trash.. What's understood ain't gotta be explained,2
14250,RT @AyeYoitsDupree: Rape is NEVER something to mock like this. I stand with Jada #jadapose http://t.co/uEbuOBwTbg,2
14257,RT @B1B_Lancer: Cue the liberal left's Uncle Tom attacks against Tim Scott in 4...3...2... #tcot #teaparty #GOP,2
14259,"RT @BARRYCLERJUSTE: Whatchu sayin hoe, YOU KNOW IM THE MAN HOE",2
14287,RT @BadAdviceDog: when you look like trash and someone compliments you http://t.co/RRQzsYM4tY,2
14291,RT @BaddieBellaDona: Instant mashed potatoes are trash &#128686;,2
14292,"RT @BaileyAdams22: When Charlie Crist said ""Rick Scott, just too shady for the sunshine state"" http://t.co/0UShmogZDR",2
14310,"RT @BaseballFact: At George Steinbrenner's first Yankees news conference, he said he wouldn't interfere in baseball decisions, promising ...",2
14311,RT @Baseball_Photos: A 17 year old girl once struck out Babe Ruth and Lou Gehrig back to back and was banned from baseball for it #Yankees &#8230;,2
14312,RT @BasedChasen: Big 10 been trash for years now lol its a basketball conference now,2
14319,RT @BasedPaco: The NFL is very equal this season everybody showed glimpses of being trash,2
14336,RT @BeardedBearsMan: @007BearDownJedi The AFL now has an American draft system #BearBrother! Couple of Yanks are on the playing lists at so&#8230;,2
14338,RT @BeardedNixon: Poont gotta be trash,2
14348,RT @BenTateRB: This is crazy no RB picked yet. A RB won ROY! 2yrs ago RB was MVP. Ppl 4get how important our position is. This is insane ho&#8230;,2
14354,RT @BestOfWorldStar: Charlie Sheen did the ice bucket challenge the right way http://t.co/IjS0b0VtoY,2
14355,"RT @BestSagittarius: #Sagittarius can be compassionate towards other people when they want to be, especially towards the ones they care abo&#8230;",2
14359,RT @BeyonceLand: Bey lost her ring at the Met Gala. Jay found it &amp; instead of just giving it back he gave it to her as a mock proposal http&#8230;,2
14360,RT @BeyondBanksy: #BreakingNews #streetart #graffiti #new #mural by duo EtamCru in #Rome #Italy #morning #breakfast #coffee #trash http://t&#8230;,2
14363,RT @BiIIMurray: My iPhone has 2 million times the storage of the 1969 Apollo 11 spacecraft computer. They went to the moon. I throw bird ...,2
14365,"RT @Bidenshairplugs: I can't believe the cops shot this fine young man. There goes the cure for cancer...

#FergusonOctober http://t.co/Leb&#8230;",2
14368,"RT @BiertempfelTrib: One more from @JimBowdenESPNxm: ""Yankees wouldn't be letting Polanco sit in minor leagues, because they're all about w&#8230;",2
14373,RT @BigEl179: Luv riding the #MetroNorth with sour drunk #Yankees fans after a loss... #TooBad #MetsFan #QueensAllDay,2
14374,"RT @BigFatDave: We gave #GunControl a chance. It failed.

No more of this #GunSense nonsense.

#MomsDemand is statist trash http://t.co/MKl&#8230;",2
14377,RT @BigJonBul: The stars wink knowingly and smile at each other when they see two lovers kissing on a secluded bridge on a balmy autumn nig&#8230;,2
14378,RT @BigMac6374: I don't like the weather right now it's scaring me lol why is it yellow?,2
14391,RT @BigmackNigga: Smoking isnt a game you could get killed monkey see monkey Dooo don't smoke if your not a smoker y'all are the reason ...,2
14392,RT @BigxCool: RT if you're on the slope to 30 and still feel 17,2
14394,RT @BirdGang316: If you a bird throw it up #birdgang #EaglesNation,2
14403,RT @BitesBlog: Pat Martin Is Gonna Show Some Yankees a Thing or Two at the James Beard House Tonight http://t.co/crWY99X7EQ,2
14407,RT @BlackJeezuss: When someone drops their trash mixtape in my Dms http://t.co/wkFJfjkNCi,2
14410,RT @BlackNerdJade: RT @Parkour_Lewis: *Last 5 hours RT @the_blueprint the last hour and a half of work trash just for existing.,2
14414,RT @Black__Elvis: My favorite episode of Friends is the one where blacks mysteriously vanish and unemployed white people find affordable ho&#8230;,2
14419,RT @BlasianBytch: @graceishuman @rhiannonrevolts yellow face and it's a no.,2
14422,"RT @BleacherReport: VIDEO: &#8220;Don&#8217;t hurt yourself!&#8221; @kobebryant hits a jumper over a rookie, proceeds to talk trash http://t.co/m8l0nvAim2 ht&#8230;",2
14423,RT @BleacherReport: VIDEO: CFL LB Solomon Elimimian trash talks an opponent during a halftime interview http://t.co/EYjinwIWwE http://t.co/&#8230;,2
14424,RT @BleacherReport: VIDEO: Derek Jeter hits a walk-off single on his final at-bat at Yankee Stadium http://t.co/jM4biAGXU8 http://t.co/3cIJ&#8230;,2
14426,RT @Blessedyaszay: #IWantToPunchPeopleWho mock God,2
14427,RT @BlissTabitha: Homeowner Shoots Armed Suspect Who Attacked and Pistol Whipped Him http://t.co/VLuEwUGclg,2
14434,RT @BoatBuilder_: call me a free bird,2
14436,"RT @BobKlap: Asked Betances before the game if he&#8217;d like to be a starter again someday. &#8220;If the Yankees ever asked me, I would. But I&#8217;m a r&#8230;",2
14444,"RT @Book_Krazy: I don't always get drunk and pass out but when I do, when did they start making colored duct tape?",2
14451,RT @BoutCrazed: The best way to make a hillbilly do something is to tell him he can't do it.,2
14457,RT @BradThor We now know more about Twinkies and how old the earth is than what happened in #Benghazi.,2
14459,RT @Brandee876: ghetto sour cream http://t.co/1meyQQ7B6G,2
14462,"RT @BrandonTierney: Crooked number followed by shut down frame, love it. #Yankees",2
14463,RT @BrandonTierney: Grinding! #Yankees,2
14466,"RT @BraveConWarrior: GRAPHIC ~&gt; 150 Christians MASSACRED By Jihadi Muslims While They Slept! Including Pastor, His Wife &amp; Kids http://t.co/&#8230;",2
14472,"RT @BrentLanders6: Charlie: ""My last two songs will be quasi-religious songs for the sake of @WhiteIronBand who's coming up next.""",2
14476,"RT @Brianhopecomedy: &#8220;Daddy, Batman&#8217;s parents are dead.&#8221;

&#8220;Yup.&#8221;

&#8220;And Superman&#8217;s.&#8221;

&#8220;Yup.&#8221;

&#8220;What am I going to be when you die?&#8221;

&#8220;Sad ho&#8230;",2
14478,RT @BriannDominguez: Gasoline - daddy Yankee &#128175;&#128076;,2
14479,RT @BriannDominguez: Green and yellow -lil Wayne &#128155;&#128154;&#128175;&#128175;&#128175;&#128175;,2
14481,RT @BriannaLovesA: I'm so sick head colds suuuck. And on top of that @justusabbott had to challange me to a beer chug &#128567;&#128567;,2
14492,RT @BroganWebber: Wiz is garbage to be put in the trash can known as Beyonc&#233; to be put in a dumpster known as the VMAs.,2
14501,RT @BrosConfessions: Charlie Sheen is a legend #ForTheBros http://t.co/nbYjumIkQA,2
14513,RT @BruceForce: Study these birds closely. See if you can spot the female. It can be done. Even with limited bird watching skills. http://t&#8230;,2
14514,RT @BruceVH: Getting over a painful experience is like crossing the monkey bars. You have to let go at some point in order to move forward.&#8230;,2
14518,RT @BryanHoch: Just 113 days until Yankees pitchers and catchers report.,2
14526,RT @Buckm00se: abel is a 43 yrs old beaner working @ home depot and he didn't want to hang out with you = major L,2
14543,RT @BurgerKing: Chicken Fries. @Oreo Shake. Perfection. http://t.co/PdiGLRbhJZ,2
14546,"RT @BuzzFeed: A photographer hid in a trash can to get these adorable engagement photos
http://t.co/75ZOvJEwYh http://t.co/F3VAUX9STw",2
14556,RT @CHlLDHOODRUINER: iphone 6 is trash watch me glo up http://t.co/XYwPaslCoB,2
14557,RT @CHlLDHOODRUINER: she paid $5 to hold the monkey and look what he did &#128514;&#128557;&#128553; this monkey real af http://t.co/NgeCuWehHb,2
14559,RT @CHlLDHOODRUINER: taking out the trash at night http://t.co/UhXTOgP4jZ,2
14563,RT @CNNMoney: Breathe easy: Twinkies due back on shelves by summer http://t.co/pFLaTel2Sx,2
14565,RT @CP24: Reports say female victim was shot while waiting for an Oreo McFlurry,2
14573,RT @Cajun_peach: Because humans aren't delicious ho RT @peta: Smarter than dogs AND your 3-year-old child. So why EAT them? http://t.co/eRT&#8230;,2
14646,RT @ChamsFace4music: Early bird catches the worm people,2
14648,RT @ChanseyDaRapper: Make my way right to the trash can with these. RT @DwyaneWade: New Season. New Shoes. #MakeYourOwnWay #WayOfWade http&#8230;,2
14652,"RT @Charlie_Gru: My wife's doing some sort of ""boot-scootin"" while singing, ""a little less talk and a lot more action!""...where was this ho&#8230;",2
14683,RT @ChildishGarbino: Part of my cousin Danny's Yankee Swap. Pretty hilarious. Very clever. And very Danny. @danvii http://t.co/FKdEYzqT,2
14685,RT @ChinaAfricaBlog: A nice round-up of voices in #China #Africa relations: 'China-Africa Trade: The Oriental Allure' http://t.co/7DWJovmeB&#8230;,2
14687,RT @Chip216: As a kid I listened to Nas. He showed me a new perspective coming from the ghetto like me. Same with Pimp C &#128081;&#128081;&#128081;,2
14693,RT @ChrisPalmerNBA: Udonis talking some big trash to Lance. LeBron holds him back.,2
14695,RT @ChrissyNich: To call Martin baker an Uncle Tom and uppity because he's not siding with the majority pure ignorance....,2
14696,RT @ChristineKKTV: Great weather to hit up the slopes this weekend... @Arapahoe_Basin &amp; @LovelandSkiArea open Saturday! #COwx #skiseason ht&#8230;,2
14711,"RT @ClerkofOxford: In Anglo-Saxon calendars, 7 November is considered the first day of winter - 'Winter's Day': http://t.co/IhrCkeCqdA http&#8230;",2
14716,RT @ClicquotSuave: bunch of rappers boutta flood the internets w/ trash remixes,2
14731,"RT @CloydRiversPics: Ran outside mullet flowin', nips shown'. Shotgunned a cold one and yelled, ""Saturday, welcome back you sexy beast. Mer&#8230;",2
14733,RT @ClutchLikeMJ: Tennessee isn't even orange it's like vitamin pee yellow &#128553;&#128514;&#128514;&#128514;,2
14737,"RT @CoIlegefessions: ""My roommate is having sex and I'm eating Oreos. It's gonna be a great year!"" - Kutztown University",2
14751,RT @Colinfreeze: ISIS Supporters in America: The Jihadis Next Door http://t.co/aiMV7GiB24 @mlnestel @vocativ http://t.co/ajUAU5YwIv,2
14753,RT @ComedianSpank: I went to college Every college got a bird class where u can get ya friend to sign u in &amp; get an A out the class Rashad &#8230;,2
14761,RT @Comp10Tx: Rihanna really is trash,2
14764,RT @ConservativeLA: Let the Dem concern-trolling commence in earnest! Wagons ho!,2
14765,RT @ConsrvativeDiva: Must-Watch: Bill Maher Schools PBS Host Charlie Rose Over Islam's 'Illiberal Beliefs' http://t.co/5pq91jxOeV,2
14772,RT @CorbynKelly13: Found some more of my original yellow bracelets and the first person I thought of was @TannerMcDowell,2
14778,RT @Cosabandonada: Parque de atracciones abandonado en Jap&#243;n. http://t.co/dn0JIid4f4,2
14780,"RT @CouldBeEashia: @vivalamarley me waiting on you to take me to NY with you to get my nips pierced 

&#128590;&#128589;&#128105;&#128117;",2
14798,"RT @CreepyScout: Bend over.

And pick up that trash.",2
14836,RT @CuteForFall: I can't wait to wear warm fuzzy sweaters &#128525;&#9786;&#65039;&#127809;&#9749;&#65039; http://t.co/d3BlSbpryd,2
14837,RT @CuteOverloads: baby monkey in the snow im crying &#128557;&#128018;&#10052; http://t.co/gMk5dbjaJQ,2
14840,RT @CyFyre: @WesOrrJames love you too my nig #squad,2
14843,"RT @CzickenShack: I'm finally ready to mass market my skidmark-resistant tighty whities, but apparently ""Uncrustables"" is already taken. Fu&#8230;",2
14853,RT @DCPlod: The paranoid fear of sharia on the right boils down to: Christian fundamentalists should be the sole oppressors and persecu ...,2
14866,RT @DIYcookery: Godiva Chocolate Dipped Oreos &#128523; http://t.co/OSYPnadYtO,2
14879,RT @DNAinfoCHI: The new nature area replacing Indian Boundary Park's former zoo is expected to attract a variety of migratory birds http://&#8230;,2
14881,RT @DRUDGE_REPORT: Shy bladder group protests Rob Lowe DIRECTV ad... http://t.co/d5YxglIoKL,2
14887,"RT @D_Sidbury_: &#8220;@lookwhogotit: All of Kate Upton's leaked nudes today &amp; more &#128525;

&#11015;&#65039;
http://t.co/BW7ldA56mI http://t.co/sWztntfdGn&#8221; bitch lo&#8230;",2
14889,RT @DaCoolestLame: Yo BCU band made UCF band look like trash,2
14892,RT @DaMcGrizzlyBear: the ghetto if UD wins tonight: http://t.co/PkZmkn2WKo,2
14902,"RT @DabGodBaby: But only BBC, the American version is trash",2
14908,"RT @DalaiLamaPosts: Even though a bird can fly, it must land on earth.",2
14909,RT @Dalilaaaaaa__: Flappy birds cheat codes http://t.co/nu6GjYQDJJ,2
14910,RT @DameStr8Cash: @JaeTips I know that's trash,2
14914,"RT @DamierGenesis: i live for street glory and I die for ghetto fame. respect all, fear none my pride is everything....",2
14915,RT @DamnFoodPorn: Oreo Cookie Pancakes #FoodPorn http://t.co/q6EvCvM3sO,2
14924,RT @DanHarrison1985: &#128514; RT @CecilHurt: Charlie Strong got down to the 53-man roster nearly as quickly as Texans did,2
14926,RT @DanaPerino: Was just handed this on my flight. Must be in good hands on this bird! http://t.co/7vJwDCdTxV,2
14928,RT @DanielGennaoui: A bird that courts females by building a beautiful nest with bright objects: http://t.co/gi2rRlGRo6 &#8230; #wildlife http://&#8230;,2
14932,"RT @DannyTanner: highest score on flappy bird, cant be beat http://t.co/I2qgsWiPDC",2
14934,RT @DariusJulion: that movie was trash,2
14939,"RT @DarthPutinKGB: Today in 1996 Charlie Wilson left office. ""Should be ranked alongside Lech Wa&#322;&#281;sa for his role in defeating communism"". &#8230;",2
14940,RT @DarthVenn: So this is the woman who was a bird then turned into a woman from the sky in Nigeria. http://t.co/34DcwJkVeF,2
14950,"RT @DavidBCohen1: Will Coakley go 0-2 in ""can't lose"" races? RT @seanspicer: wow, just wow -- @BostonGlobe : Charlie Baker for Governor htt&#8230;",2
14954,"RT @Dceni33: Not the ""farewell tour's"" fault everyone but three players underachieved for the Yankees this year.",2
14960,RT @Deadspin: Colombia supporter reminds us the double bird is a universal language http://t.co/JeUT1IsQ1f,2
14975,RT @DennisssBeauty: @VivaLaZulema looked like Princess Bella in that yellow dress&#128120;&#128120;,2
14977,RT @DepressedDarth: Star Wars meets Charlie Brown http://t.co/m9uNRz6SYR,2
15010,RT @DjChubbESwagg: &#8220;@jemelehill: ::faints:: RT @desusnice: She has no idea how many of her resumes went straight to the trash http://t.co/D&#8230;,2
15013,RT @DoctoroftheDead: @Jackson_D_Chase @violet_berry_ You realize I&#8217;m going to have to get out all those #horror and other poems I wrote abo&#8230;,2
15014,"RT @Dodgers: ""Gracias por jugar con el corazon, ahora a ganarle a los Yankees."" -@TommyLasorda http://t.co/3FYTvuzNZB",2
15017,"RT @DogeTheDog: Wow
 Such banana
 So potassium 
 Much yellow http://t.co/xINHDwyTqS",2
15020,RT @DomWorldPeace: Teixeira on point tonight. #Yankees,2
15025,"RT @DonnieWahlberg: Happy #BLUBLOODS Friday! 

Off to @CBSNews to sit down with the gang on CBS This Morning!

Join us in the 8 o'clock ho&#8230;",2
15026,RT @DonnieWahlberg: On set of #BlueBloods. Hoping there are no birds perched above me... http://t.co/oDhq52QiLe,2
15033,"RT @Dory: my anaconda don't want none, unless you defeat the Huns, son http://t.co/uzTkGaWTfM",2
15039,RT @DragonBallDeez: *Atlanta RT @PacDaGoat: Houston has so many trash drivers,2
15040,"RT @DragonflyJonez: ""You men are trash if your homeboy is cheating and you dont tell his wife/girl and break up their family."" LOLNO",2
15046,RT @DreCordero: Always interesting to see people who trash La Liga react to products of La Liga on Premier League clubs.,2
15052,RT @Drewmking: @Joely_Poly @Victoria_Finae he plays for the Yankees right?,2
15053,RT @Drfreezeburnn: Just spent a good twenty mins trying to teach my bird the skyrim theme song. Then I realized that he was a bird.,2
15072,"RT @DugoutLegends: Lou Gehrig had 17 hand fractures in his career. Played in 2,130 straight games.
#IronHorse #Yankees http://t.co/O6sofyOh&#8230;",2
15073,"RT @Duke27_: Mistakes are showing up late for work, running red lights, or even forgetting 2 take the trash out. This here ain't 1 http://t&#8230;",2
15074,RT @DumbTo: Polly want a cracker? #DumbTo http://t.co/zC8MlwnEUc,2
15075,RT @DuncanIdunno: Smash into windshields? RT @coorslightca: The birds do it. The bees do it. Coors Light drinkers do it. You know what we'r&#8230;,2
15085,RT @EJ_RealTalk: &#8220;@SirRayCharles: Mo Claiborne is so trash&#8221;I can't say it enough fam &#128530;,2
15086,RT @EMAdair225: Illegals bringing diseases across border. Contagious patients separated from others by yellow tape... pregnant teens http:/&#8230;,2
15089,"RT @ESPNNFL: For the 1st time in the Tom Brady era, the Patriots are in sole possession of last place in the AFC East http://t.co/zMkwGNzOCT",2
15094,RT @EarthPix: Up with the birds to fish on the Li River http://t.co/XnrAlT1PHM,2
15100,"RT @EchelonInsights: Rick Scott beating win number in 30 counties, Charlie Crist in 13. #FLGOV",2
15104,"RT @El_Grillo1: In the ME, the crow would eat the bear MT @webradius Obviously not in the ME MT @solemnwatch: Bear Saves Drowning Crow - An&#8230;",2
15107,RT @Elisaa_Martinez: Happy birthday cotton picker lol @1NOnlyDirtyMike,2
15112,RT @EmilyWCVB: RIGHT NOW: NewsCenter 5 projecting Charlie Baker will be Gov-elect by a razor thin margin http://t.co/1qC9q6P1cL #wcvb,2
15121,RT @ErikaWCVB: @marthacoakley called Charlie Baker to concede around 8:15 this morning. She plans to address supporters at 11am. #wcvb,2
15123,RT @ErinEph: New bus stop. Guy across the street is yelling and doing David Lee Roth kicks at swooping crows. I should learn karate.,2
15126,RT @Erv_Gulfwings14: I think Zlatan even has Class in the way he talks trash,2
15134,RT @EverybodyHatesX: He's trash RT @Yerrp08: Too early to call Austin Rivers a draft bust ?,2
15136,RT @EvilMikeTomlin: Came to training camp today to find Charlie Batch asleep on the curb...,2
15139,RT @F1abraham: Crew of women hillbillies &amp; gangsters w/the director #ItsAWRAP @AxemanTheMovie @JostonTheney @RachelEReilly &#9992;&#65039;&#127916;&#127909; http://t.co&#8230;,2
